EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
92,1,345106466,,1,Zainal,Arifin,T,false,Document Control Manager,2008-08-04 00:00:00,1975-08-30 00:00:00,adventure-works\zainal0,zainal0@adventure-works.com,204-555-0115,M,Zainal Arifin,204-555-0115,false,M,2,$17.7885,77,58,true,false,Document Control,2008-08-04 00:00:00,,Current
93,1,19312190,,1,Lorraine,Nay,O,false,Production Technician - WC40,2008-08-04 00:00:00,1988-06-26 00:00:00,adventure-works\lorraine0,lorraine0@adventure-works.com,845-555-0184,M,Lorraine Nay,845-555-0184,false,F,1,$15,49,44,true,false,Production,2008-08-04 00:00:00,,Current
94,1,212801092,,1,Fadi,Fakhouri,K,false,Production Technician - WC20,2008-08-04 00:00:00,1988-09-15 00:00:00,adventure-works\fadi0,fadi0@adventure-works.com,935-555-0116,S,Fadi Fakhouri,935-555-0116,false,M,1,$14,16,28,true,false,Production,2008-08-04 00:00:00,,Current
95,1,769680433,,1,Ryan,Cornelsen,L,false,Production Technician - WC40,2008-08-05 00:00:00,1972-01-12 00:00:00,adventure-works\ryan0,ryan0@adventure-works.com,208-555-0114,M,Ryan Cornelsen,208-555-0114,false,M,1,$15,59,49,true,false,Production,2008-08-05 00:00:00,,Current
96,1,60517918,,1,Candy,Spoon,L,false,Accounts Receivable Specialist,2008-08-06 00:00:00,1975-09-23 00:00:00,adventure-works\candy0,candy0@adventure-works.com,920-555-0177,S,Candy Spoon,920-555-0177,false,F,2,$19,61,50,true,false,Finance,2008-08-06 00:00:00,,Current
97,1,431859843,,1,Nuan,Yu,,false,Production Technician - WC50,2008-08-06 00:00:00,1978-10-27 00:00:00,adventure-works\nuan0,nuan0@adventure-works.com,913-555-0184,S,Nuan Yu,913-555-0184,false,M,1,$11,2,21,true,false,Production,2008-08-06 00:00:00,,Current
98,1,621209647,,1,William,Vong,S,false,Scheduling Assistant,2008-08-07 00:00:00,1981-06-06 00:00:00,adventure-works\william0,william0@adventure-works.com,148-555-0145,M,William Vong,148-555-0145,false,M,2,$16,45,42,true,false,Production Control,2008-08-07 00:00:00,2011-03-31 00:00:00,
99,1,621209647,,1,William,Vong,S,false,Scheduling Assistant,2008-08-07 00:00:00,1981-06-06 00:00:00,adventure-works\william0,william0@adventure-works.com,148-555-0145,M,William Vong,148-555-0145,false,M,2,$16,45,42,true,false,Production Control,2011-04-01 00:00:00,,Current
100,1,420023788,,1,Bjorn,Rettig,M,false,Production Technician - WC30,2008-08-07 00:00:00,1989-06-06 00:00:00,adventure-works\bjorn0,bjorn0@adventure-works.com,199-555-0117,S,Bjorn Rettig,199-555-0117,false,M,1,$9.5,43,41,true,false,Production,2008-08-07 00:00:00,,Current
101,1,199546871,,1,Scott,Gode,R,false,Production Technician - WC45,2008-08-08 00:00:00,1986-09-10 00:00:00,adventure-works\scott0,scott0@adventure-works.com,391-555-0138,M,Scott Gode,391-555-0138,false,M,1,$10,86,63,true,false,Production,2008-08-08 00:00:00,,Current
102,1,830150469,,1,Michael,Rothkugel,L,false,Production Technician - WC40,2008-08-10 00:00:00,1990-08-04 00:00:00,adventure-works\michael1,michael1@adventure-works.com,454-555-0119,S,Michael Rothkugel,454-555-0119,false,M,1,$15,70,55,true,false,Production,2008-08-10 00:00:00,,Current
103,1,322160340,,1,Lane,Sacksteder,M,false,Production Technician - WC20,2008-08-11 00:00:00,1974-04-23 00:00:00,adventure-works\lane0,lane0@adventure-works.com,200-555-0117,M,Lane Sacksteder,200-555-0117,false,M,1,$14,11,25,true,false,Production,2008-08-11 00:00:00,,Current
104,1,827686041,,1,Pete,Male,C,false,Production Technician - WC50,2008-08-11 00:00:00,1976-09-03 00:00:00,adventure-works\pete0,pete0@adventure-works.com,768-555-0123,S,Pete Male,768-555-0123,false,M,1,$11,13,26,true,false,Production,2008-08-11 00:00:00,,Current
105,1,671089628,,1,Dan,Bacon,K,false,Application Specialist,2008-08-11 00:00:00,1981-01-24 00:00:00,adventure-works\dan0,dan0@adventure-works.com,166-555-0159,M,Dan Bacon,166-555-0159,true,M,2,$27.4038,72,56,true,false,Information Services,2008-08-11 00:00:00,,Current
106,1,231203233,,1,David,Barber,M,false,Assistant to the Chief Financial Officer,2008-08-12 00:00:00,1964-01-20 00:00:00,adventure-works\david5,david5@adventure-works.com,477-555-0132,S,David Barber,477-555-0132,false,M,2,$13.4615,56,48,true,false,Finance,2008-08-12 00:00:00,,Current
107,1,204035155,,1,Lolan,Song,B,false,Production Technician - WC50,2008-08-12 00:00:00,1972-08-24 00:00:00,adventure-works\lolan0,lolan0@adventure-works.com,582-555-0178,M,Lolan Song,582-555-0178,false,M,1,$11,7,23,true,false,Production,2008-08-12 00:00:00,,Current
108,1,992874797,,1,Paula,Nartker,R,false,Production Technician - WC40,2008-08-12 00:00:00,1986-09-10 00:00:00,adventure-works\paula1,paula1@adventure-works.com,476-555-0119,M,Paula Nartker,476-555-0119,false,F,1,$15,54,47,true,false,Production,2008-08-12 00:00:00,,Current
109,1,767955365,,1,Mary,Gibson,E,false,Marketing Specialist,2008-08-12 00:00:00,1962-04-13 00:00:00,adventure-works\mary0,mary0@adventure-works.com,531-555-0183,M,Mary Gibson,531-555-0183,false,F,2,$14.4231,46,43,true,false,Marketing,2008-08-12 00:00:00,,Current
110,1,342607223,,1,Mindaugas,Krapauskas,J,false,Production Technician - WC50,2008-08-13 00:00:00,1977-12-05 00:00:00,adventure-works\mindaugas0,mindaugas0@adventure-works.com,637-555-0120,M,Mindaugas Krapauskas,637-555-0120,false,M,1,$11,97,68,true,false,Production,2008-08-13 00:00:00,,Current
111,1,45615666,,1,Eric,Gubbels,,false,Production Supervisor - WC20,2008-08-14 00:00:00,1984-08-19 00:00:00,adventure-works\eric0,eric0@adventure-works.com,260-555-0119,M,Eric Gubbels,260-555-0119,false,M,2,$25,40,40,true,false,Production,2008-08-14 00:00:00,,Current
112,,295847284,,1,Ken,Sánchez,J,false,Chief Executive Officer,2008-08-14 00:00:00,1968-08-29 00:00:00,adventure-works\ken0,ken0@adventure-works.com,697-555-0142,S,Ken Sánchez,697-555-0142,true,M,2,$125.5,99,69,true,false,Executive,2008-08-14 00:00:00,,Current
113,1,733022683,,1,Jason,Watters,M,false,Production Technician - WC30,2008-08-14 00:00:00,1988-07-07 00:00:00,adventure-works\jason0,jason0@adventure-works.com,571-555-0179,S,Jason Watters,571-555-0179,false,M,1,$9.5,38,39,true,false,Production,2008-08-14 00:00:00,,Current
114,1,381772114,,1,Mark,Harrington,L,false,Quality Assurance Technician,2008-08-15 00:00:00,1985-11-28 00:00:00,adventure-works\mark0,mark0@adventure-works.com,147-555-0179,S,Mark Harrington,147-555-0179,false,M,2,$10.5769,83,61,true,false,Quality Assurance,2008-08-15 00:00:00,,Current
115,1,187369436,,1,Janeth,Esteves,M,false,Production Technician - WC45,2008-08-15 00:00:00,1972-02-22 00:00:00,adventure-works\janeth0,janeth0@adventure-works.com,540-555-0191,S,Janeth Esteves,540-555-0191,false,F,1,$10,81,60,true,false,Production,2008-08-15 00:00:00,,Current
116,1,364818297,,1,Marc,Ingle,J,false,Production Technician - WC30,2008-08-16 00:00:00,1986-05-24 00:00:00,adventure-works\marc0,marc0@adventure-works.com,234-555-0169,M,Marc Ingle,234-555-0169,false,M,1,$9.5,22,31,true,false,Production,2008-08-16 00:00:00,,Current
117,1,658797903,,1,Gigi,Matthew,N,false,Research and Development Engineer,2008-08-16 00:00:00,1978-08-21 00:00:00,adventure-works\gigi0,gigi0@adventure-works.com,185-555-0186,M,Gigi Matthew,185-555-0186,true,F,2,$40.8654,63,51,true,false,Research and Development,2008-08-16 00:00:00,,Current
118,1,886023130,,1,Paul,Singh,R,false,Production Technician - WC20,2008-08-17 00:00:00,1990-06-04 00:00:00,adventure-works\paul1,paul1@adventure-works.com,727-555-0112,M,Paul Singh,727-555-0112,false,M,1,$14,6,23,true,false,Production,2008-08-17 00:00:00,,Current
119,1,749211824,,1,Frank,Lee,T,false,Production Technician - WC40,2008-08-17 00:00:00,1987-04-06 00:00:00,adventure-works\frank0,frank0@adventure-works.com,158-555-0191,M,Frank Lee,158-555-0191,false,M,1,$15,56,48,true,false,Production,2008-08-17 00:00:00,,Current
120,1,643805155,,1,François,Ajenstat,P,false,Database Administrator,2008-08-17 00:00:00,1980-06-13 00:00:00,adventure-works\françois0,françois0@adventure-works.com,785-555-0110,S,François Ajenstat,785-555-0110,true,M,2,$38.4615,67,53,true,false,Information Services,2008-08-17 00:00:00,,Current
121,1,92096924,,1,Diane,Tibbott,H,false,Production Technician - WC50,2008-08-18 00:00:00,1989-03-09 00:00:00,adventure-works\diane2,diane2@adventure-works.com,361-555-0180,S,Diane Tibbott,361-555-0180,false,F,1,$11,8,24,true,false,Production,2008-08-18 00:00:00,,Current
122,1,72636981,,1,Jill,Williams,A,false,Marketing Specialist,2008-08-18 00:00:00,1979-01-16 00:00:00,adventure-works\jill0,jill0@adventure-works.com,510-555-0121,M,Jill Williams,510-555-0121,false,F,2,$14.4231,47,43,true,false,Marketing,2008-08-18 00:00:00,,Current
123,1,563680513,,1,Angela,Barbariol,W,false,Production Technician - WC50,2008-08-20 00:00:00,1990-12-29 00:00:00,adventure-works\angela0,angela0@adventure-works.com,150-555-0194,S,Angela Barbariol,150-555-0194,false,F,1,$11,92,66,true,false,Production,2008-08-20 00:00:00,,Current
124,1,584205124,,1,Matthias,Berndt,T,false,Shipping and Receiving Clerk,2008-08-20 00:00:00,1973-06-11 00:00:00,adventure-works\matthias0,matthias0@adventure-works.com,139-555-0120,M,Matthias Berndt,139-555-0120,false,M,2,$9.5,94,67,true,false,Shipping and Receiving,2008-08-20 00:00:00,,Current
125,1,458159238,,1,Bryan,Baker,,false,Production Technician - WC60,2008-08-21 00:00:00,1973-03-27 00:00:00,adventure-works\bryan0,bryan0@adventure-works.com,712-555-0113,S,Bryan Baker,712-555-0113,false,M,1,$12.45,35,37,true,false,Production,2008-08-21 00:00:00,,Current
126,1,712885347,,1,Jeff,Hay,V,false,Production Supervisor - WC45,2008-08-21 00:00:00,1976-08-15 00:00:00,adventure-works\jeff0,jeff0@adventure-works.com,350-555-0167,M,Jeff Hay,350-555-0167,false,M,2,$25,74,57,true,false,Production,2008-08-21 00:00:00,,Current
127,1,87268837,,1,Eugene,Zabokritski,R,false,Production Technician - WC30,2008-08-21 00:00:00,1987-02-12 00:00:00,adventure-works\eugene0,eugene0@adventure-works.com,241-555-0191,S,Eugene Zabokritski,241-555-0191,false,M,1,$9.5,33,36,true,false,Production,2008-08-21 00:00:00,,Current
128,1,969985265,,1,Barbara,Decker,S,false,Production Technician - WC20,2008-08-22 00:00:00,1984-07-29 00:00:00,adventure-works\barbara0,barbara0@adventure-works.com,119-555-0192,M,Barbara Decker,119-555-0192,false,F,1,$14,17,28,true,false,Production,2008-08-22 00:00:00,,Current
129,1,539490372,,1,Chris,Preston,T,false,Production Technician - WC45,2008-08-22 00:00:00,1988-07-16 00:00:00,adventure-works\chris0,chris0@adventure-works.com,200-555-0112,M,Chris Preston,200-555-0112,false,M,1,$10,76,58,true,false,Production,2008-08-22 00:00:00,,Current
130,1,242381745,,1,Sean,Chai,N,false,Document Control Assistant,2008-08-22 00:00:00,1986-10-10 00:00:00,adventure-works\sean1,sean1@adventure-works.com,205-555-0132,S,Sean Chai,205-555-0132,false,M,2,$10.25,78,59,true,false,Document Control,2008-08-22 00:00:00,,Current
131,1,929666391,,1,Dan,Wilson,B,false,Database Administrator,2008-08-22 00:00:00,1975-08-06 00:00:00,adventure-works\dan1,dan1@adventure-works.com,653-555-0144,M,Dan Wilson,653-555-0144,true,M,2,$38.4615,66,53,true,false,Information Services,2008-08-22 00:00:00,,Current
132,1,948320468,,1,Mark,McArthur,K,false,Production Technician - WC60,2008-08-23 00:00:00,1979-04-25 00:00:00,adventure-works\mark1,mark1@adventure-works.com,417-555-0154,S,Mark McArthur,417-555-0154,false,M,1,$12.45,19,29,true,false,Production,2008-08-23 00:00:00,,Current
133,1,931190412,,1,Bryan,Walton,A,false,Accounts Receivable Specialist,2008-08-24 00:00:00,1984-04-20 00:00:00,adventure-works\bryan1,bryan1@adventure-works.com,935-555-0199,S,Bryan Walton,935-555-0199,false,M,2,$19,62,51,true,false,Finance,2008-08-24 00:00:00,,Current
134,1,153288994,,1,Houman,Pournasseh,N,false,Production Technician - WC50,2008-08-25 00:00:00,1971-03-30 00:00:00,adventure-works\houman0,houman0@adventure-works.com,180-555-0136,M,Houman Pournasseh,180-555-0136,false,M,1,$11,3,21,true,false,Production,2008-08-25 00:00:00,,Current
135,1,981495526,,1,Sairaj,Uddin,L,false,Scheduling Assistant,2008-08-26 00:00:00,1987-07-22 00:00:00,adventure-works\sairaj0,sairaj0@adventure-works.com,500-555-0159,M,Sairaj Uddin,500-555-0159,false,M,2,$16,46,43,true,false,Production Control,2008-08-26 00:00:00,,Current
136,1,363996959,,1,Michiko,Osada,F,false,Production Technician - WC30,2008-08-26 00:00:00,1982-01-25 00:00:00,adventure-works\michiko0,michiko0@adventure-works.com,984-555-0148,S,Michiko Osada,984-555-0148,false,M,1,$9.5,44,42,true,false,Production,2008-08-26 00:00:00,,Current
137,1,585408256,,1,Benjamin,Martin,R,false,Production Technician - WC30,2008-08-27 00:00:00,1985-08-05 00:00:00,adventure-works\benjamin0,benjamin0@adventure-works.com,533-555-0111,S,Benjamin Martin,533-555-0111,false,M,1,$9.5,28,34,true,false,Production,2008-08-27 00:00:00,,Current
138,1,386315192,,1,Cynthia,Randall,S,false,Production Supervisor - WC30,2008-08-27 00:00:00,1981-03-18 00:00:00,adventure-works\cynthia0,cynthia0@adventure-works.com,352-555-0138,S,Cynthia Randall,352-555-0138,false,F,2,$25,69,54,true,false,Production,2008-08-27 00:00:00,,Current
139,1,167554340,,1,Kathie,Flood,E,false,Production Technician - WC45,2008-08-27 00:00:00,1990-06-01 00:00:00,adventure-works\kathie0,kathie0@adventure-works.com,446-555-0118,M,Kathie Flood,446-555-0118,false,F,1,$10,87,63,true,false,Production,2008-08-27 00:00:00,,Current
140,1,410742000,,1,Britta,Simon,L,false,Production Technician - WC60,2008-08-29 00:00:00,1989-04-28 00:00:00,adventure-works\britta0,britta0@adventure-works.com,955-555-0169,M,Britta Simon,955-555-0169,false,F,1,$12.45,14,27,true,false,Production,2008-08-29 00:00:00,,Current
141,1,746201340,,1,Brian,Lloyd,T,false,Production Technician - WC40,2008-08-29 00:00:00,1976-09-10 00:00:00,adventure-works\brian0,brian0@adventure-works.com,110-555-0182,S,Brian Lloyd,110-555-0182,false,M,1,$15,55,47,true,false,Production,2008-08-29 00:00:00,,Current
142,1,30845,,1,David,Liu,J,false,Accounts Manager,2008-08-30 00:00:00,1983-02-05 00:00:00,adventure-works\david6,david6@adventure-works.com,646-555-0185,M,David Liu,646-555-0185,true,M,2,$34.7356,57,48,true,false,Finance,2008-08-30 00:00:00,,Current
143,1,184188301,,1,Laura,Norman,F,false,Chief Financial Officer,2008-08-31 00:00:00,1975-08-06 00:00:00,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,true,F,2,$60.0962,0,20,true,false,Executive,2008-08-31 00:00:00,2013-06-13 00:00:00,
144,1,184188301,,1,Laura,Norman,F,false,Chief Financial Officer,2008-08-31 00:00:00,1975-08-06 00:00:00,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,true,F,2,$60.0962,0,20,true,false,Executive,2013-06-13 00:00:00,,Current
145,1,398737566,,1,Michael,Patten,W,false,Production Technician - WC50,2008-08-31 00:00:00,1973-12-01 00:00:00,adventure-works\michael2,michael2@adventure-works.com,441-555-0195,S,Michael Patten,441-555-0195,false,M,1,$11,98,69,true,false,Production,2008-08-31 00:00:00,,Current
146,1,764853868,,1,Andy,Ruth,M,false,Production Technician - WC30,2008-08-31 00:00:00,1983-05-20 00:00:00,adventure-works\andy0,andy0@adventure-works.com,118-555-0110,M,Andy Ruth,118-555-0110,false,M,1,$9.5,39,39,true,false,Production,2008-08-31 00:00:00,,Current
147,1,319472946,,1,Yuhong,Li,L,false,Production Supervisor - WC20,2008-09-01 00:00:00,1976-11-04 00:00:00,adventure-works\yuhong0,yuhong0@adventure-works.com,965-555-0155,M,Yuhong Li,965-555-0155,false,M,2,$25,41,40,true,false,Production,2008-09-01 00:00:00,,Current
148,1,456839592,,1,Robert,Rounthwaite,J,false,Production Technician - WC45,2008-09-02 00:00:00,1984-09-28 00:00:00,adventure-works\robert0,robert0@adventure-works.com,589-555-0147,S,Robert Rounthwaite,589-555-0147,false,M,1,$10,82,61,true,false,Production,2008-09-02 00:00:00,,Current
149,1,131471224,,1,Andreas,Berglund,T,false,Quality Assurance Technician,2008-09-02 00:00:00,1988-10-26 00:00:00,adventure-works\andreas0,andreas0@adventure-works.com,181-555-0124,M,Andreas Berglund,181-555-0124,false,M,2,$10.5769,84,62,true,false,Quality Assurance,2008-09-02 00:00:00,,Current
150,1,259388196,,1,Reed,Koch,T,false,Production Technician - WC30,2008-09-02 00:00:00,1988-08-08 00:00:00,adventure-works\reed0,reed0@adventure-works.com,678-555-0110,M,Reed Koch,678-555-0110,false,M,1,$9.5,23,31,true,false,Production,2008-09-02 00:00:00,,Current
151,1,812797414,,1,Linda,Randall,A,false,Production Technician - WC20,2008-09-03 00:00:00,1977-05-05 00:00:00,adventure-works\linda1,linda1@adventure-works.com,696-555-0157,S,Linda Randall,696-555-0157,false,F,1,$14,12,26,true,false,Production,2008-09-03 00:00:00,,Current
152,1,519899904,,1,James,Hamilton,R,false,Vice President of Production,2008-09-03 00:00:00,1988-02-04 00:00:00,adventure-works\james1,james1@adventure-works.com,870-555-0122,S,James Hamilton,870-555-0122,true,M,2,$84.1346,64,52,true,false,Production,2008-09-03 00:00:00,,Current
153,1,314747499,,1,Ramesh,Meyyappan,V,false,Application Specialist,2008-09-03 00:00:00,1987-10-12 00:00:00,adventure-works\ramesh0,ramesh0@adventure-works.com,182-555-0134,S,Ramesh Meyyappan,182-555-0134,true,M,2,$27.4038,73,56,true,false,Information Services,2008-09-03 00:00:00,,Current
154,1,858323870,,1,Stephanie,Conroy,A,false,Network Manager,2008-09-04 00:00:00,1983-10-24 00:00:00,adventure-works\stephanie0,stephanie0@adventure-works.com,594-555-0110,S,Stephanie Conroy,594-555-0110,true,F,2,$39.6635,68,54,true,false,Information Services,2008-09-04 00:00:00,,Current
155,1,25011600,,1,Samantha,Smith,H,false,Production Technician - WC20,2008-09-04 00:00:00,1987-06-22 00:00:00,adventure-works\samantha0,samantha0@adventure-works.com,587-555-0114,M,Samantha Smith,587-555-0114,false,F,1,$14,7,23,true,false,Production,2008-09-04 00:00:00,,Current
156,1,436757988,,1,Tawana,Nusbaum,G,false,Production Technician - WC40,2008-09-05 00:00:00,1989-06-10 00:00:00,adventure-works\tawana0,tawana0@adventure-works.com,368-555-0113,S,Tawana Nusbaum,368-555-0113,false,M,1,$15,50,45,true,false,Production,2008-09-05 00:00:00,,Current
157,1,652535724,,1,Denise,Smith,H,false,Production Technician - WC50,2008-09-05 00:00:00,1988-02-04 00:00:00,adventure-works\denise0,denise0@adventure-works.com,869-555-0119,M,Denise Smith,869-555-0119,false,F,1,$11,9,24,true,false,Production,2008-09-05 00:00:00,,Current
158,1,416679555,,1,Hao,Chen,O,false,Human Resources Administrative Assistant,2008-09-06 00:00:00,1976-11-15 00:00:00,adventure-works\hao0,hao0@adventure-works.com,806-555-0136,S,Hao Chen,806-555-0136,false,M,2,$13.9423,52,46,true,false,Human Resources,2008-09-06 00:00:00,,Current
159,1,377784364,,1,Alex,Nayberg,M,false,Production Technician - WC45,2008-09-08 00:00:00,1989-11-11 00:00:00,adventure-works\alex0,alex0@adventure-works.com,819-555-0198,M,Alex Nayberg,819-555-0198,false,M,1,$10,77,58,true,false,Production,2008-09-08 00:00:00,,Current
160,1,66073987,,1,Eugene,Kogan,O,false,Production Technician - WC60,2008-09-08 00:00:00,1975-09-10 00:00:00,adventure-works\eugene1,eugene1@adventure-works.com,173-555-0179,S,Eugene Kogan,173-555-0179,false,M,1,$12.45,36,38,true,false,Production,2008-09-08 00:00:00,,Current
161,1,999440576,,1,Brandon,Heidepriem,G,false,Production Technician - WC60,2008-09-08 00:00:00,1976-08-10 00:00:00,adventure-works\brandon0,brandon0@adventure-works.com,429-555-0137,M,Brandon Heidepriem,429-555-0137,false,M,1,$12.45,22,31,true,false,Production,2008-09-08 00:00:00,,Current
162,1,134969118,,1,Dylan,Miller,A,false,Research and Development Manager,2008-09-08 00:00:00,1986-09-24 00:00:00,adventure-works\dylan0,dylan0@adventure-works.com,181-555-0156,M,Dylan Miller,181-555-0156,true,M,2,$50.4808,61,50,true,false,Research and Development,2008-09-08 00:00:00,,Current
163,1,551834634,,1,Shane,Kim,S,false,Production Supervisor - WC45,2008-09-08 00:00:00,1989-12-22 00:00:00,adventure-works\shane0,shane0@adventure-works.com,810-555-0178,S,Shane Kim,810-555-0178,false,M,2,$25,75,57,true,false,Production,2008-09-08 00:00:00,,Current
164,1,305522471,,1,John,Chen,Y,false,Production Technician - WC20,2008-09-09 00:00:00,1985-11-03 00:00:00,adventure-works\john2,john2@adventure-works.com,201-555-0163,M,John Chen,201-555-0163,false,M,1,$14,18,29,true,false,Production,2008-09-09 00:00:00,,Current
165,1,260770918,,1,Karen,Berge,R,false,Document Control Assistant,2008-09-09 00:00:00,1975-07-25 00:00:00,adventure-works\karen0,karen0@adventure-works.com,746-555-0164,M,Karen Berge,746-555-0164,false,F,2,$10.25,79,59,true,false,Document Control,2008-09-09 00:00:00,,Current
166,1,788456780,,1,Jose,Lugo,R,false,Production Technician - WC60,2008-09-10 00:00:00,1984-02-29 00:00:00,adventure-works\jose0,jose0@adventure-works.com,587-555-0115,M,Jose Lugo,587-555-0115,false,M,1,$12.45,20,30,true,false,Production,2008-09-10 00:00:00,,Current
167,1,370581729,,1,Mandar,Samant,H,false,Production Technician - WC50,2008-09-10 00:00:00,1985-10-19 00:00:00,adventure-works\mandar0,mandar0@adventure-works.com,140-555-0132,S,Mandar Samant,140-555-0132,false,M,1,$11,0,20,true,false,Production,2008-09-10 00:00:00,,Current
168,1,603686790,,1,Mikael,Sandberg,Q,false,Buyer,2008-09-10 00:00:00,1984-03-17 00:00:00,adventure-works\mikael0,mikael0@adventure-works.com,309-555-0170,S,Mikael Sandberg,309-555-0170,false,M,2,$18.2692,59,49,true,false,Purchasing,2008-09-10 00:00:00,,Current
169,1,152085091,,1,Sameer,Tejani,A,false,Production Technician - WC50,2008-09-11 00:00:00,1978-01-24 00:00:00,adventure-works\sameer0,sameer0@adventure-works.com,990-555-0172,M,Sameer Tejani,990-555-0172,false,M,1,$11,4,22,true,false,Production,2008-09-11 00:00:00,,Current
170,1,663843431,,1,Dragan,Tomic,K,false,Accounts Payable Specialist,2008-09-11 00:00:00,1976-09-14 00:00:00,adventure-works\dragan0,dragan0@adventure-works.com,117-555-0185,M,Dragan Tomic,117-555-0185,false,M,2,$19,63,51,true,false,Finance,2008-09-11 00:00:00,,Current
171,1,227319668,,1,Carol,Philips,M,false,Production Technician - WC30,2008-09-12 00:00:00,1988-05-17 00:00:00,adventure-works\carol0,carol0@adventure-works.com,609-555-0153,M,Carol Philips,609-555-0153,false,F,1,$9.5,45,42,true,false,Production,2008-09-12 00:00:00,,Current
172,1,578953538,,1,Rob,Caron,T,false,Production Technician - WC40,2008-09-13 00:00:00,1973-03-04 00:00:00,adventure-works\rob1,rob1@adventure-works.com,238-555-0116,S,Rob Caron,238-555-0116,false,M,1,$15,71,55,true,false,Production,2008-09-13 00:00:00,,Current
173,1,222400012,,1,Don,Hall,L,false,Production Technician - WC50,2008-09-13 00:00:00,1971-01-11 00:00:00,adventure-works\don0,don0@adventure-works.com,100-555-0174,M,Don Hall,100-555-0174,false,M,1,$11,88,64,true,false,Production,2008-09-13 00:00:00,,Current
174,1,470689086,,1,Alan,Brewer,J,false,Scheduling Assistant,2008-09-13 00:00:00,1983-10-28 00:00:00,adventure-works\alan0,alan0@adventure-works.com,438-555-0172,M,Alan Brewer,438-555-0172,false,M,2,$16,47,43,true,false,Production Control,2008-09-13 00:00:00,,Current
175,1,860123571,,1,David,Lawrence,Oliver,false,Production Technician - WC30,2008-09-14 00:00:00,1985-04-23 00:00:00,adventure-works\david7,david7@adventure-works.com,118-555-0177,M,David Lawrence,118-555-0177,false,M,1,$9.5,29,34,true,false,Production,2008-09-14 00:00:00,,Current
176,1,273260055,,1,Baris,Cetinok,F,false,Production Technician - WC40,2008-09-15 00:00:00,1990-05-07 00:00:00,adventure-works\baris0,baris0@adventure-works.com,164-555-0114,S,Baris Cetinok,164-555-0114,false,M,1,$15,72,56,true,false,Production,2008-09-15 00:00:00,,Current
177,1,578935259,,1,Michael,Ray,Sean,false,Production Supervisor - WC30,2008-09-15 00:00:00,1988-08-29 00:00:00,adventure-works\michael3,michael3@adventure-works.com,156-555-0199,S,Michael Ray,156-555-0199,false,M,2,$25,70,55,true,false,Production,2008-09-15 00:00:00,,Current
178,1,752513276,,1,Steve,Masters,F,false,Production Technician - WC60,2008-09-15 00:00:00,1990-11-04 00:00:00,adventure-works\steve0,steve0@adventure-works.com,712-555-0170,S,Steve Masters,712-555-0170,false,M,1,$12.45,31,35,true,false,Production,2008-09-15 00:00:00,,Current
179,1,754372876,,1,Suchitra,Mohan,O,false,Production Technician - WC60,2008-09-16 00:00:00,1987-01-08 00:00:00,adventure-works\suchitra0,suchitra0@adventure-works.com,753-555-0129,M,Suchitra Mohan,753-555-0129,false,F,1,$12.45,15,27,true,false,Production,2008-09-16 00:00:00,,Current
180,1,58317344,,1,Karen,Berg,A,false,Application Specialist,2008-09-16 00:00:00,1977-12-17 00:00:00,adventure-works\karen1,karen1@adventure-works.com,654-555-0177,S,Karen Berg,654-555-0177,true,F,2,$27.4038,74,57,true,false,Information Services,2008-09-16 00:00:00,,Current
181,1,404159499,,1,Terrence,Earls,W,false,Production Technician - WC20,2008-09-16 00:00:00,1984-07-08 00:00:00,adventure-works\terrence0,terrence0@adventure-works.com,110-555-0115,S,Terrence Earls,110-555-0115,false,M,1,$14,13,26,true,false,Production,2008-09-16 00:00:00,,Current
182,1,363910111,,1,Barbara,Moreland,C,false,Accountant,2008-09-18 00:00:00,1975-08-04 00:00:00,adventure-works\barbara1,barbara1@adventure-works.com,822-555-0145,M,Barbara Moreland,822-555-0145,true,F,2,$26.4423,58,49,true,false,Finance,2008-09-18 00:00:00,,Current
183,1,599942664,,1,Chad,Niswonger,W,false,Production Technician - WC50,2008-09-18 00:00:00,1990-03-04 00:00:00,adventure-works\chad0,chad0@adventure-works.com,559-555-0175,M,Chad Niswonger,559-555-0175,false,M,1,$11,99,69,true,false,Production,2008-09-18 00:00:00,,Current
184,1,993310268,,1,Rostislav,Shabalin,E,false,Production Technician - WC30,2008-09-19 00:00:00,1977-04-13 00:00:00,adventure-works\rostislav0,rostislav0@adventure-works.com,751-555-0134,M,Rostislav Shabalin,751-555-0134,false,M,1,$9.5,40,40,true,false,Production,2008-09-19 00:00:00,,Current
185,1,20244403,,1,Belinda,Newman,M,false,Production Technician - WC45,2008-09-20 00:00:00,1974-10-15 00:00:00,adventure-works\belinda0,belinda0@adventure-works.com,319-555-0126,S,Belinda Newman,319-555-0126,false,F,1,$10,83,61,true,false,Production,2008-09-20 00:00:00,,Current
